Abr,Course,Section,Title,Quarter,Year,Day and Time,Instructor,E1,S1,P1,E2,S2,P2,E1(N),S1(N),P1(N),E2(N),S2(N),P2(New),E3,S3,P3,E4,S4,P4
nte2018 37100,37100,85,Marketing Strategy with Simulation,Winter,2018,"Saturday, 9:00 - 12:00","Chintagunta, Pradeep",66,4,0,70,CLO,2301,70,CLO,-1,70,CLO,-1,70,CLO,2500,70,CLO,5900
nte2020 36903,36903,1,Convex Optimization,Winter,2020,"Monday, Wednesday, 1:30 -  2:50","Srebro, Nathan",6,29,0,5,30,0,5,30,N/A,5,30,N/A,5,30,N/A,,,
,36903,1,Convex Optimization,Winter,2021,"Monday, Wednesday, 4:10 -  5:30","Anitescu, Mihai",4,36,0,3,37,N/A,3,37,N/A,3,37,N/A,4,36,0,,,
nte2017 37101,37101,81,Consumer Behavior,Winter,2017,"Monday, 6:00 -  9:00","Bartels, Daniel",65,CLO,2365,65,CLO,6000,65,CLO,-1,65,CLO,-1,65,CLO,8432,65,CLO,-1
nte2017 37101,37101,85,Consumer Behavior,Winter,2017,"Saturday, 1:30 -  4:30","Bartels, Daniel",65,CLO,500,65,CLO,5000,65,CLO,-1,65,CLO,-1,65,CLO,5001,65,CLO,10755
tum2017 37101,37101,81,Consumer Behavior,Autumn,2017,"Wednesday, 6:00 -  9:00","Bartels, Daniel",70,CLO,1503,70,CLO,3000,70,CLO,-1,70,CLO,-1,70,CLO,6508,70,CLO,5500
tum2017 36905,36905,50,Approximate Dynamic Programming,Autumn,2017,"Wednesday, 8:30 - 11:30","Adelman, Dan",0,65,0,0,65,-1,0,65,-1,0,65,-1,3,62,0,4,61,0
tum2019 36905,36905,50,Approximate Dynamic Programming,Autumn,2019,"Wednesday, 8:00 - 11:00","Adelman, Dan",4,15,0,3,16,N/A,3,16,N/A,3,16,N/A,4,15,0,,,
nte2018 37101,37101,81,Consumer Behavior,Winter,2018,"Wednesday, 6:00 -  9:00","Bartels, Daniel",65,5,421,64,6,0,66,4,0,65,5,-1,70,CLO,6501,70,CLO,3205
nte2017 36906,36906,50,Stochastic Processes,Winter,2017,"Thursday, 2:30 -  6:00","Ata, Baris",3,62,0,4,61,0,4,61,-1,4,61,-1,5,60,0,6,59,0
nte2018 36906,36906,50,Stochastic Processes,Winter,2018,"Wednesday, 8:30 - 11:45","Ata, Baris",3,19,0,6,16,0,6,16,-1,6,16,-1,9,13,0,8,14,-1
nte2019 37101,37101,81,Consumer Behavior,Winter,2019,"Thursday, 6:00 -  9:00","Bartels, Daniel",70,CLO,567,68,2,0,70,CLO,-1,70,CLO,-1,70,CLO,2879,70,CLO,8000
nte2019 37101,37101,85,Consumer Behavior,Winter,2019,"Saturday, 9:00 - 12:00","Bartels, Daniel",55,10,0,59,6,0,59,6,-1,59,6,-1,65,CLO,3005,65,CLO,2888
nte2019 36906,36906,50,Stochastic Processes,Winter,2019,"Tuesday, 1:15 -  4:15","Ata, Baris",4,15,0,4,15,-1,4,15,-1,4,15,-1,5,14,-1,5,14,-1
tum2019 37101,37101,81,Consumer Behavior,Autumn,2019,"Wednesday, 6:00 -  9:00","Bartels, Daniel",60,10,0,60,10,0,63,7,0,62,8,N/A,70,CLO,361,,,
nte2020 36906,36906,50,Stochastic Processes,Winter,2020,"Tuesday, 9:00 - 12:00","Ata, Baris",4,15,0,5,14,0,5,14,N/A,5,14,N/A,5,14,N/A,,,
nte2020 37101,37101,81,Consumer Behavior,Winter,2020,"Thursday, 6:00 -  9:00","Bartels, Daniel",46,24,0,42,28,0,48,22,0,45,25,N/A,58,12,0,,,
tum2020 36906,36906,50,Stochastic Processes,Autumn,2020,"Tuesday, 8:30 - 11:30","Ata, Baris",0,65,N/A,0,65,N/A,6,59,0,6,59,N/A,6,59,N/A,,,
rin2020 37101,37101,85,Consumer Behavior,Spring,2020,"Saturday, 9:00 - 12:00","Gaertig, Celia",37,28,0,34,31,0,38,27,0,37,28,N/A,54,11,0,65,CLO,724
rin2017 36908,36908,50,Networks II ?,Spring,2017,"Friday, 3:00 -  6:00","Candogan, Ozan",5,15,0,6,14,0,6,14,-1,6,14,-1,6,14,0,6,14,-1
rin2017 37103,37103,81,Data-Driven Marketing,Spring,2017,"Wednesday, 6:00 -  9:00","Hitsch, Günter",39,26,0,44,21,0,45,20,0,44,21,-1,65,CLO,4200,65,CLO,19642
tum2016 36909,36909,1,Stochastic Optimization I ?,Autumn,2016,"Friday, 1:30 -  4:30","Birge, John",1,21,0,1,21,-1,1,21,-1,1,21,-1,3,19,0,3,19,-1
rin2018 37103,37103,85,Data-Driven Marketing,Spring,2018,"Saturday, 9:00 - 12:00","Hitsch, Günter",52,13,0,58,7,0,58,7,-1,58,7,-1,63,2,0,59,6,0
nte2017 36910,36910,50,Stochastic Optimization II ?,Winter,2017,"Friday, 1:30 -  4:30","Birge, John",3,62,0,3,62,-1,3,62,-1,3,62,-1,3,62,-1,3,62,-1
rin2019 37103,37103,81,Data-Driven Marketing,Spring,2019,"Thursday, 6:00 -  9:00","Hitsch, Günter",40,30,0,45,25,0,45,25,N/A,45,25,N/A,65,5,0,70,CLO,0
nte2018 36911,36911,50,Networks: Introduction to Modeling and Analysis,Winter,2018,"Tuesday, 3:30 -  6:30","Candogan, Ozan",5,17,0,9,13,0,9,13,-1,9,13,-1,13,9,0,14,8,0
rin2020 37103,37103,81,Data-Driven Marketing,Spring,2020,"Thursday, 6:00 -  9:00","Hitsch, Günter",39,26,0,30,35,0,30,35,N/A,30,35,N/A,59,6,0,65,CLO,1597
rin2020 37103,37103,85,Data-Driven Marketing,Spring,2020,"Saturday, 1:30 -  4:30","Hitsch, Günter",62,8,0,58,12,0,58,12,N/A,58,12,N/A,65,5,0,64,6,0
rin2020 36911,36911,50,Networks: Introduction to Modeling and Analysis,Spring,2020,"Monday, 1:30 -  4:30","Candogan, Ozan",11,21,0,10,22,N/A,10,22,N/A,10,22,N/A,11,21,0,18,14,0
nte2017 37105,37105,81,Data Science for Marketing Decision Making,Winter,2017,"Thursday, 6:00 -  9:00","Hitsch, Günter",22,43,0,22,43,0,22,43,-1,22,43,-1,19,46,0,21,44,0
nte2019 36912,36912,50,Stochastic Optimization,Winter,2019,"Wednesday, Thursday,11:00 - 12:30","Birge, John",9,10,0,11,8,0,11,8,-1,11,8,-1,8,11,0,8,11,-1
nte2018 37105,37105,81,Data Science for Marketing Decision Making,Winter,2018,"Wednesday, 6:00 -  9:00","Hitsch, Günter",19,46,0,20,45,0,20,45,-1,20,45,-1,26,39,0,24,41,0
,36912,50,Stochastic Optimization,Winter,2021,"Friday, 1:30 -  4:30","Birge, John",8,11,0,8,11,0,8,11,N/A,8,11,N/A,8,11,N/A,,,
rin2019 36913,36913,50,Online Optimization,Spring,2019,"Thursday, 9:00 - 12:00","Gupta, Varun",5,25,0,5,25,N/A,5,25,N/A,5,25,N/A,5,25,N/A,5,25,N/A
tum2020 37105,37105,81,Data Science for Marketing Decision Making,Autumn,2020,"Friday, 6:00 -  9:00","Hitsch, Günter",31,34,0,30,35,N/A,32,33,0,31,34,N/A,26,39,0,,,
mme2017 37107,37107,81,Experimental Marketing,Summer,2017,"Wednesday, 6:00 -  9:00","Urminsky, Oleg",13,27,0,18,22,0,18,22,-1,18,22,-1,17,23,0,14,26,0
mme2017 37107,37107,85,Experimental Marketing,Summer,2017,"Saturday, 9:00 - 12:00","Urminsky, Oleg",15,25,0,12,28,-1,12,28,-1,12,28,-1,13,27,0,14,26,0
nte2019 36914,36914,50,Queueing Theory,Winter,2019,"Wednesday, 4:30 -  6:00","Zhong, Yuan",0,30,0,0,30,-1,0,30,-1,0,30,-1,5,25,0,5,25,-1
rin2018 37107,37107,81,Experimental Marketing,Spring,2018,"Wednesday, 6:00 -  9:00","Urminsky, Oleg",14,26,0,15,25,0,16,24,0,15,25,-1,32,8,0,38,2,0
,36914,50,Queueing Theory,Winter,2021,"Wednesday, Friday, 1:00 -  2:30","Zhong, Yuan",4,18,0,6,16,0,6,16,N/A,6,16,N/A,6,16,N/A,,,
rin2019 37107,37107,85,Experimental Marketing,Spring,2019,"Saturday, 1:30 -  4:30","Urminsky, Oleg",22,43,0,23,42,0,23,42,N/A,23,42,N/A,19,46,0,17,48,0
rin2019 36915,36915,50,Infinite Dimensional Optimization,Spring,2019,"Wednesday, Thursday,12:00 -  1:30","Ryan, Christopher",6,16,0,6,16,N/A,6,16,N/A,6,16,N/A,6,16,N/A,7,15,0
mme2020 37107,37107,81,Experimental Marketing,Summer,2020,"Wednesday, 6:00 -  9:00","Urminsky, Oleg",23,42,0,28,37,0,29,36,0,29,36,N/A,24,41,N/A,,,
rin2020 36916,36916,50,Dynamic Control of Stochastic Networks,Spring,2020,"Wednesday, 8:30 - 11:30","Zhong, Yuan",0,19,N/A,2,17,0,2,17,N/A,2,17,N/A,3,16,0,6,13,0
,36917,50,Networks and Markets,Winter,2021,"Monday,10:30 -  1:30","Candogan, Ozan",3,62,0,3,62,N/A,3,62,N/A,3,62,N/A,4,61,0,,,
rin2018 37109,37109,81,Building Global Brands ?,Spring,2018,"Friday, 6:00 -  9:00","Doctoroff, Tom",45,20,0,55,10,0,56,9,0,56,9,-1,60,5,0,60,5,0
nte2017 37200,37200,81,New Products and Services,Winter,2017,"Tuesday, 6:00 -  9:00","Middlebrooks, Arthur",65,CLO,3001,65,CLO,11718,65,CLO,-1,65,CLO,-1,65,CLO,25956,65,CLO,-1
nte2018 37200,37200,81,New Products and Services,Winter,2018,"Thursday, 6:00 -  9:00","Middlebrooks, Arthur",65,CLO,500,65,CLO,3007,65,CLO,-1,65,CLO,-1,65,CLO,2817,63,2,0
nte2019 37200,37200,81,New Products and Services,Winter,2019,"Wednesday, 6:00 -  9:00","Middlebrooks, Arthur",55,CLO,3701,55,CLO,7234,55,CLO,-1,55,CLO,-1,55,CLO,8635,55,CLO,-1
nte2020 37200,37200,81,New Products and Services,Winter,2020,"Thursday, 6:00 -  9:00","Middlebrooks, Arthur",55,CLO,4201,55,CLO,3750,55,CLO,N/A,55,CLO,N/A,55,CLO,4003,,,
tum2016 37200,37200,85,New Products and Services,Autumn,2016,"Saturday, 1:30 -  4:30","Terrill, Craig",55,10,0,57,8,0,59,6,0,60,5,0,65,CLO,1001,65,CLO,500
tum2017 37200,37200,85,New Products and Services,Autumn,2017,"Saturday, 1:30 -  4:30","Terrill, Craig",57,8,0,55,10,0,58,7,0,58,7,0,53,12,0,53,12,0
tum2018 37200,37200,81,New Products and Services,Autumn,2018,"Tuesday, 6:00 -  9:00","Terrill, Craig",42,23,0,45,20,0,46,19,0,49,16,0,45,20,0,44,21,0
tum2019 37200,37200,85,New Products and Services,Autumn,2019,"Saturday, 1:30 -  4:30","Terrill, Craig",55,CLO,58,54,1,0,55,CLO,5504,55,CLO,N/A,54,1,0,,,
tum2020 37200,37200,85,New Products and Services,Autumn,2020,"Saturday, 1:30 -  4:30","Terrill, Craig",46,19,0,47,18,0,56,9,0,55,10,1119,60,5,0,,,
tum2016 37000,37000,3,Marketing Strategy,Autumn,2016,"Thursday, 1:30 -  4:30","Dhar, Sanjay",58,7,0,57,8,0,65,CLO,5696,65,CLO,-1,65,CLO,4235,65,CLO,4551
rin2017 37202,37202,81,Pricing Strategies,Spring,2017,"Thursday, 6:00 -  9:00","Dubé, Jean-Pierre",70,CLO,3895,70,CLO,6050,70,CLO,-1,70,CLO,-1,70,CLO,22004,70,CLO,19521
rin2017 37202,37202,85,Pricing Strategies,Spring,2017,"Saturday, 9:00 - 12:00","Dubé, Jean-Pierre",70,CLO,6000,70,CLO,10000,70,CLO,-1,70,CLO,-1,70,CLO,20796,70,CLO,19689
tum2016 37000,37000,4,Marketing Strategy,Autumn,2016,"Friday, 1:30 -  4:30","Dhar, Sanjay",23,42,0,27,38,0,65,CLO,2783,65,CLO,7450,64,1,-1,65,CLO,4500
nte2017 37000,37000,2,Marketing Strategy,Winter,2017,"Monday, 1:30 -  4:30","Dhar, Sanjay",65,CLO,1783,65,CLO,1480,65,CLO,-1,65,CLO,-1,65,CLO,4016,64,1,-1
rin2018 37202,37202,81,Pricing Strategies,Spring,2018,"Thursday, 6:00 -  9:00","Dubé, Jean-Pierre",70,CLO,9046,70,CLO,22005,70,CLO,-1,70,CLO,-1,70,CLO,18904,70,CLO,27899
nte2018 37000,37000,3,Marketing Strategy,Winter,2018,"Thursday, 8:30 - 11:30","Dhar, Sanjay",65,CLO,3108,65,CLO,5000,65,CLO,-1,65,CLO,-1,65,CLO,3987,65,CLO,5551
tum2018 37202,37202,81,Pricing Strategies,Autumn,2018,"Wednesday, 6:00 -  9:00","Dubé, Jean-Pierre",70,CLO,6000,70,CLO,4807,70,CLO,-1,70,CLO,-1,70,CLO,14688,70,CLO,-1
tum2018 37202,37202,85,Pricing Strategies,Autumn,2018,"Saturday, 9:00 - 12:00","Dubé, Jean-Pierre",70,CLO,10000,70,CLO,14000,70,CLO,-1,70,CLO,-1,70,CLO,8002,70,CLO,-1
nte2019 37000,37000,3,Marketing Strategy,Winter,2019,"Monday, 8:30 - 11:30","Dhar, Sanjay",65,CLO,3456,65,CLO,3497,65,CLO,-1,65,CLO,-1,65,CLO,5000,65,CLO,-1
nte2019 37000,37000,4,Marketing Strategy,Winter,2019,"Monday, 1:30 -  4:30","Dhar, Sanjay",65,CLO,1357,65,CLO,4000,65,CLO,-1,65,CLO,-1,65,CLO,-1,65,CLO,2232
rin2020 37202,37202,81,Pricing Strategies,Spring,2020,"Wednesday, 6:00 -  9:00","Dubé, Jean-Pierre",70,CLO,7501,70,CLO,7247,70,CLO,N/A,70,CLO,N/A,70,CLO,13241,70,CLO,16579
nte2020 37000,37000,2,Marketing Strategy,Winter,2020,"Monday, 1:30 -  4:30","Dhar, Sanjay",65,CLO,4136,65,CLO,5179,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
nte2019 37202,37202,81,Pricing Strategies,Winter,2019,"Wednesday, 6:00 -  9:00","Moshary, Sarah",33,32,0,31,34,0,31,34,-1,31,34,-1,65,CLO,3379,65,CLO,7209
nte2017 37000,37000,1,Marketing Strategy,Winter,2017,"Wednesday, 8:30 - 11:30","Dietvorst, Berkeley",65,CLO,977,65,CLO,3000,65,CLO,-1,65,CLO,-1,65,CLO,3143,65,CLO,3500
nte2020 37202,37202,81,Pricing Strategies,Winter,2020,"Wednesday, 6:00 -  9:00","Moshary, Sarah",30,35,0,29,36,0,30,35,0,30,35,N/A,65,CLO,1,,,
rin2018 37000,37000,1,Marketing Strategy,Spring,2018,"Wednesday, 1:30 -  4:30","Dietvorst, Berkeley",61,4,0,65,CLO,101,65,CLO,-1,65,CLO,-1,65,CLO,3997,64,1,0
nte2017 37205,37205,85,Going to Market: Managing Channel Strategy,Winter,2017,"Saturday, 9:00 - 12:00","Daljord, Oeystein",39,26,0,40,25,0,40,25,-1,40,25,-1,34,31,0,32,33,0
rin2018 37000,37000,2,Marketing Strategy,Spring,2018,"Thursday, 8:30 - 11:30","Dietvorst, Berkeley",38,27,0,42,23,0,42,23,-1,42,23,-1,44,21,0,54,11,0
nte2018 37205,37205,81,Going to Market: Managing Channel Strategy,Winter,2018,"Wednesday, 6:00 -  9:00","Daljord, Oeystein",18,47,0,18,47,0,18,47,-1,19,46,0,22,43,0,27,38,0
rin2019 37000,37000,1,Marketing Strategy,Spring,2019,"Friday, 8:30 - 11:30","Dietvorst, Berkeley",24,41,0,32,33,0,32,33,N/A,32,33,N/A,34,31,0,51,14,0
nte2019 37205,37205,81,Going to Market: Managing Channel Strategy,Winter,2019,"Thursday, 6:00 -  9:00","Daljord, Oeystein",13,52,0,9,56,-1,9,56,-1,9,56,-1,10,55,0,11,54,-1
nte2019 37205,37205,85,Going to Market: Managing Channel Strategy,Winter,2019,"Saturday, 1:30 -  4:30","Daljord, Oeystein",29,36,0,26,39,0,26,39,-1,26,39,-1,23,42,0,23,42,0
rin2020 37000,37000,1,Marketing Strategy,Spring,2020,"Wednesday, 8:30 - 11:30","Dietvorst, Berkeley",43,22,0,43,22,0,43,22,N/A,43,22,N/A,49,16,0,58,7,0
tum2016 37301,37301,85,Digital Marketing ,Autumn,2016,"Saturday, 1:30 -  4:30","Mohan, Lil",65,CLO,3,65,CLO,3588,65,CLO,-1,65,CLO,-1,65,CLO,500,65,CLO,2334
tum2017 37301,37301,85,Digital Marketing ,Autumn,2017,"Saturday, 1:30 -  4:30","Mohan, Lil",65,CLO,2000,65,CLO,3008,65,CLO,-1,65,CLO,-1,65,CLO,1000,65,CLO,2000
tum2018 37301,37301,81,Digital Marketing ,Autumn,2018,"Friday, 6:00 -  9:00","Mohan, Lil",60,5,0,65,CLO,10,65,CLO,-1,65,CLO,-1,65,CLO,346,63,2,-1
tum2019 37301,37301,81,Digital Marketing ,Autumn,2019,"Friday, 6:00 -  9:00","Mohan, Lil",41,24,0,38,27,0,43,22,0,45,20,0,49,16,0,,,
tum2020 37301,37301,81,Digital Marketing ,Autumn,2020,"Friday, 6:00 -  9:00","Mohan, Lil",70,CLO,418,70,CLO,2000,70,CLO,N/A,70,CLO,N/A,69,1,0,,,
rin2020 37000,37000,2,Marketing Strategy,Spring,2020,"Wednesday, 1:30 -  4:30","Dietvorst, Berkeley",40,25,0,42,23,0,42,23,N/A,42,23,N/A,46,19,0,55,10,0
rin2017 37304,37304,81,Digital and Algorithmic Marketing,Spring,2017,"Monday, 6:00 -  9:00","Misra, Sanjog",18,47,0,18,47,0,18,47,-1,18,47,-1,18,47,0,25,40,0
tum2020 37000,37000,3,Marketing Strategy,Autumn,2020,"Monday, 8:30 - 11:30","Dietvorst, Berkeley",8,62,0,14,56,0,70,CLO,1109,70,CLO,23,68,2,0,,,
tum2017 37304,37304,85,Digital and Algorithmic Marketing,Autumn,2017,"Saturday, 9:00 - 12:00","Misra, Sanjog",35,30,0,34,31,0,34,31,-1,34,31,-1,38,27,0,36,29,0
tum2020 37000,37000,4,Marketing Strategy,Autumn,2020,"Monday, 1:30 -  4:30","Dietvorst, Berkeley",11,59,0,16,54,0,70,CLO,1,70,CLO,703,69,1,0,,,
nte2019 37304,37304,81,Digital and Algorithmic Marketing,Winter,2019,"Wednesday, 6:00 -  9:00","Misra, Sanjog",22,43,0,21,44,-1,21,44,-1,21,44,-1,16,49,0,16,49,0
rin2017 37000,37000,1,Marketing Strategy,Spring,2017,"Thursday, 8:30 - 11:30","Rao, Anita",46,19,0,59,6,0,59,6,-1,59,6,-1,57,8,0,59,6,0
nte2020 37304,37304,85,Digital and Algorithmic Marketing,Winter,2020,"Saturday, 9:00 - 12:00","Misra, Sanjog",28,37,0,24,41,0,24,41,N/A,24,41,N/A,28,37,0,,,
tum2017 37000,37000,3,Marketing Strategy,Autumn,2017,"Friday, 8:30 - 11:30","Rao, Anita",4,66,0,3,67,-1,13,57,0,28,42,0,22,48,-1,29,41,0
tum2017 37000,37000,4,Marketing Strategy,Autumn,2017,"Friday, 1:30 -  4:30","Rao, Anita",3,67,0,5,65,0,68,2,0,63,7,0,62,8,0,56,14,0
tum2018 37000,37000,1,Marketing Strategy,Autumn,2018,"Thursday, 1:30 -  4:30","Rao, Anita",7,63,0,11,59,0,70,CLO,0,70,CLO,11,65,5,0,64,6,0
tum2018 37000,37000,2,Marketing Strategy,Autumn,2018,"Friday, 8:30 - 11:30","Rao, Anita",1,69,0,1,69,-1,27,43,0,28,42,0,18,52,-1,12,58,-1
tum2019 37000,37000,1,Marketing Strategy,Autumn,2019,"Thursday, 1:30 -  4:30","Rao, Anita",14,51,0,17,48,0,65,CLO,1059,65,CLO,4079,65,CLO,101,,,
tum2019 37000,37000,2,Marketing Strategy,Autumn,2019,"Friday, 8:30 - 11:30","Rao, Anita",1,64,0,3,62,0,65,CLO,0,65,CLO,0,44,21,0,,,
tum2020 37000,37000,1,Marketing Strategy,Autumn,2020,"Wednesday, 1:30 -  2:50","Rao, Anita",15,55,0,19,51,0,70,CLO,300,70,CLO,601,70,CLO,601,,,
tum2020 37000,37000,2,Marketing Strategy,Autumn,2020,"Wednesday, 3:10 -  4:30","Rao, Anita",6,64,0,8,62,0,63,7,0,70,CLO,202,67,3,0,,,
tum2016 37000,37000,1,Marketing Strategy,Autumn,2016,"Thursday, 1:30 -  4:30","Shapiro, Bradley",10,55,0,12,53,0,65,CLO,1000,65,CLO,4321,65,CLO,3307,65,CLO,1798
tum2016 37000,37000,2,Marketing Strategy,Autumn,2016,"Friday, 8:30 - 11:30","Shapiro, Bradley",1,64,0,1,64,-1,22,43,0,45,20,0,43,22,0,33,32,0
tum2017 37000,37000,1,Marketing Strategy,Autumn,2017,"Wednesday, 8:30 - 11:30","Shapiro, Bradley",24,46,0,29,41,0,70,CLO,2997,70,CLO,6996,70,CLO,7000,70,CLO,3007
tum2017 37000,37000,2,Marketing Strategy,Autumn,2017,"Wednesday, 1:30 -  4:30","Shapiro, Bradley",62,8,0,63,7,0,70,CLO,2511,70,CLO,3577,70,CLO,5000,70,CLO,3000
tum2018 37000,37000,3,Marketing Strategy,Autumn,2018,"Wednesday, 8:30 - 11:30","Shapiro, Bradley",13,57,0,12,58,0,70,CLO,2009,70,CLO,2987,70,CLO,4,70,CLO,6975
tum2018 37000,37000,4,Marketing Strategy,Autumn,2018,"Wednesday, 1:30 -  4:30","Shapiro, Bradley",10,60,0,14,56,0,70,CLO,3105,70,CLO,3767,70,CLO,1621,70,CLO,0
tum2019 37000,37000,3,Marketing Strategy,Autumn,2019,"Monday, 8:30 - 11:30","Shapiro, Bradley",25,40,0,31,34,0,65,CLO,3601,65,CLO,5005,65,CLO,3729,,,
tum2019 37000,37000,4,Marketing Strategy,Autumn,2019,"Monday, 1:30 -  4:30","Shapiro, Bradley",58,7,0,58,7,0,65,CLO,4184,65,CLO,3720,65,CLO,5000,,,
nte2020 37000,37000,1,Marketing Strategy,Winter,2020,"Wednesday, 8:30 - 11:30","Strulov-Shlain, Avner",55,10,0,65,CLO,500,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
nte2020 37000,37000,3,Marketing Strategy,Winter,2020,"Wednesday, 1:30 -  4:30","Strulov-Shlain, Avner",60,5,0,65,CLO,823,65,CLO,N/A,65,CLO,N/A,65,CLO,2631,,,
nte2018 37000,37000,1,Marketing Strategy,Winter,2018,"Wednesday, 1:30 -  4:30","Sussman, Abigail",65,CLO,1,65,CLO,2634,65,CLO,-1,65,CLO,-1,65,CLO,1511,65,CLO,3500
nte2018 37000,37000,2,Marketing Strategy,Winter,2018,"Thursday, 8:30 - 11:30","Sussman, Abigail",65,CLO,0,64,1,10,64,1,-1,64,1,-1,64,1,301,62,3,0
nte2019 37000,37000,1,Marketing Strategy,Winter,2019,"Wednesday, 8:30 - 11:30","Sussman, Abigail",56,9,0,65,CLO,0,65,CLO,-1,65,CLO,-1,50,15,0,56,9,0
,37000,1,Marketing Strategy,Winter,2021,"Friday, 8:30 - 11:30","Strulov-Shlain, Avner",26,39,0,25,40,0,25,40,N/A,25,40,N/A,16,49,0,,,
,37000,2,Marketing Strategy,Winter,2021,"Thursday, 8:30 - 11:30","Sussman, Abigail",64,6,0,70,CLO,1000,70,CLO,N/A,70,CLO,N/A,67,3,N/A,,,
,37000,3,Marketing Strategy,Winter,2021,"Thursday, 1:30 -  4:30","Sussman, Abigail",38,32,0,65,5,0,65,5,N/A,65,5,N/A,64,6,0,,,
nte2017 37100,37100,1,Marketing Strategy with Simulation,Winter,2017,"Wednesday, 8:30 - 11:30","Chintagunta, Pradeep",61,4,0,65,CLO,629,65,CLO,-1,65,CLO,-1,65,CLO,2051,65,CLO,10
tum2016 37101,37101,1,Consumer Behavior,Autumn,2016,"Friday, 8:30 - 11:30","Bartels, Daniel",51,14,0,58,7,0,65,CLO,1269,65,CLO,-1,64,1,0,57,8,0
nte2017 37101,37101,1,Consumer Behavior,Winter,2017,"Monday, 1:30 -  4:30","Bartels, Daniel",65,CLO,4123,65,CLO,7000,65,CLO,-1,65,CLO,-1,65,CLO,6131,65,CLO,-1
nte2018 37101,37101,1,Consumer Behavior,Winter,2018,"Wednesday, 1:30 -  4:30","Bartels, Daniel",70,CLO,3611,70,CLO,7000,70,CLO,-1,70,CLO,-1,70,CLO,19900,70,CLO,4019
nte2018 37101,37101,2,Consumer Behavior,Winter,2018,"Wednesday, 8:30 - 11:30","Bartels, Daniel",70,CLO,4026,70,CLO,5337,70,CLO,-1,70,CLO,-1,70,CLO,4000,70,CLO,8848
tum2018 37101,37101,1,Consumer Behavior,Autumn,2018,"Thursday, 1:30 -  4:30","Bartels, Daniel",70,CLO,111,70,CLO,6909,70,CLO,-1,70,CLO,-1,70,CLO,7001,70,CLO,9180
nte2019 37101,37101,1,Consumer Behavior,Winter,2019,"Thursday, 1:30 -  4:30","Bartels, Daniel",70,CLO,3000,70,CLO,4551,70,CLO,-1,70,CLO,-1,70,CLO,8643,70,CLO,4588
tum2019 37101,37101,1,Consumer Behavior,Autumn,2019,"Wednesday, 1:30 -  4:30","Bartels, Daniel",70,CLO,1111,70,CLO,2500,70,CLO,N/A,70,CLO,N/A,70,CLO,379,,,
nte2020 37101,37101,1,Consumer Behavior,Winter,2020,"Thursday, 1:30 -  4:30","Bartels, Daniel",70,CLO,2005,70,CLO,2300,70,CLO,N/A,70,CLO,N/A,70,CLO,20000,,,
rin2020 37101,37101,1,Consumer Behavior,Spring,2020,"Thursday, 8:30 - 11:30","Gaertig, Celia",63,2,0,65,CLO,4000,64,1,N/A,64,1,N/A,65,CLO,2593,65,CLO,3901
,37101,1,Consumer Behavior,Winter,2021,"Thursday, 8:30 - 11:30","Gaertig, Celia",65,CLO,2000,65,CLO,4195,65,CLO,N/A,65,CLO,N/A,65,CLO,5000,,,
rin2017 37103,37103,1,Data-Driven Marketing,Spring,2017,"Wednesday, 1:30 -  4:30","Hitsch, Günter",65,CLO,5005,65,CLO,16000,65,CLO,-1,65,CLO,-1,65,CLO,-1,65,CLO,-1
rin2018 37103,37103,1,Data-Driven Marketing,Spring,2018,"Thursday, 1:30 -  4:30","Hitsch, Günter",70,CLO,1999,70,CLO,8345,70,CLO,-1,70,CLO,-1,70,CLO,11953,70,CLO,7713
rin2019 37103,37103,1,Data-Driven Marketing,Spring,2019,"Thursday, 1:30 -  4:30","Hitsch, Günter",70,CLO,2069,70,CLO,11222,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
nte2018 38001,38001,81,Managing in Organizations,Winter,2018,"Monday, 6:00 -  9:00","Caruso, Eugene",65,CLO,121,61,4,0,65,CLO,2331,65,CLO,-1,65,CLO,3957,65,CLO,2164
rin2020 37103,37103,1,Data-Driven Marketing,Spring,2020,"Thursday, 1:30 -  4:30","Hitsch, Günter",70,CLO,3502,70,CLO,9876,70,CLO,N/A,70,CLO,N/A,70,CLO,4000,70,CLO,77
nte2017 37105,37105,1,Data Science for Marketing Decision Making,Winter,2017,"Thursday, 1:30 -  4:30","Hitsch, Günter",35,30,0,43,22,0,43,22,-1,43,22,-1,47,18,0,43,22,0
nte2019 38001,38001,81,Managing in Organizations,Winter,2019,"Monday, 6:00 -  9:00","Caruso, Eugene",53,17,0,46,24,0,58,12,0,59,11,0,70,CLO,1669,70,CLO,7000
nte2018 37105,37105,1,Data Science for Marketing Decision Making,Winter,2018,"Wednesday, 1:30 -  4:30","Hitsch, Günter",31,34,0,35,30,0,35,30,-1,35,30,-1,30,35,0,29,36,0
rin2019 37105,37105,1,Data Science for Marketing Decision Making,Spring,2019,"Wednesday, 1:30 -  4:30","Hitsch, Günter",65,CLO,1000,65,CLO,8000,65,CLO,N/A,65,CLO,N/A,65,CLO,2720,65,CLO,1100
